LSOA code,local authority code,local authority name,All households ,Detached,Semi-detached,Terraced,Purpose built flat,Flat in a converted/ shared house (includes all households in shared dwellings),Flat in a commercial building,Caravan / other mobile or temporary structure
E01000413,E09000004,Bexley,505,6,225,258,4,4,8,0
E01000414,E09000004,Bexley,674,34,380,58,105,11,86,0
E01000415,E09000004,Bexley,512,26,449,28,7,0,2,0
E01000416,E09000004,Bexley,517,21,123,321,52,0,0,0
E01000417,E09000004,Bexley,713,85,241,85,265,28,9,0
E01000418,E09000004,Bexley,754,95,137,335,182,4,1,0
E01000419,E09000004,Bexley,594,27,366,180,12,2,7,0
E01000420,E09000004,Bexley,604,65,355,84,92,7,1,0
E01000421,E09000004,Bexley,603,20,557,21,5,0,0,0
E01000422,E09000004,Bexley,681,8,39,129,494,11,0,0
E01000423,E09000004,Bexley,609,24,520,20,34,11,0,0
E01000424,E09000004,Bexley,765,188,176,53,337,10,1,0
E01000425,E09000004,Bexley,590,42,515,30,3,0,0,0
E01000426,E09000004,Bexley,712,46,232,248,156,17,13,0
E01000427,E09000004,Bexley,922,62,286,157,406,10,1,0
E01000428,E09000004,Bexley,882,64,72,33,654,37,22,0
E01000429,E09000004,Bexley,719,23,75,290,326,4,1,0
E01000430,E09000004,Bexley,678,14,288,276,95,5,0,0
E01000431,E09000004,Bexley,681,13,80,274,304,9,1,0
E01000433,E09000004,Bexley,720,37,206,148,318,6,5,0
E01000434,E09000004,Bexley,596,20,117,335,120,3,1,0
E01000435,E09000004,Bexley,597,13,250,93,207,33,1,0
E01000436,E09000004,Bexley,615,15,568,12,6,1,13,0
E01000437,E09000004,Bexley,498,16,378,99,2,3,0,0
E01000438,E09000004,Bexley,599,20,143,397,16,22,1,0
E01000439,E09000004,Bexley,496,18,123,296,15,12,32,0
E01000440,E09000004,Bexley,517,39,377,100,0,0,1,0
E01000441,E09000004,Bexley,672,50,193,215,194,5,14,1
E01000442,E09000004,Bexley,626,23,490,54,44,6,9,0
E01000443,E09000004,Bexley,510,21,217,223,46,1,2,0
E01000444,E09000004,Bexley,626,395,166,39,15,10,1,0
E01000445,E09000004,Bexley,687,96,427,121,29,3,11,0
E01000446,E09000004,Bexley,602,6,144,434,10,0,8,0
E01000447,E09000004,Bexley,713,60,205,245,107,42,52,2
E01000448,E09000004,Bexley,504,205,236,55,7,1,0,0
E01000449,E09000004,Bexley,648,218,258,13,132,27,0,0
E01000450,E09000004,Bexley,645,18,477,46,86,18,0,0
E01000451,E09000004,Bexley,621,12,576,16,11,4,2,0
E01000452,E09000004,Bexley,495,9,468,8,7,1,2,0
E01000453,E09000004,Bexley,513,8,458,18,17,3,9,0
E01000454,E09000004,Bexley,628,8,311,198,100,8,3,0
E01000455,E09000004,Bexley,605,11,537,33,10,10,4,0
E01000456,E09000004,Bexley,487,6,470,9,1,0,1,0
E01000457,E09000004,Bexley,825,53,93,213,352,67,47,0
E01000458,E09000004,Bexley,631,165,204,59,189,12,2,0
E01000459,E09000004,Bexley,781,148,133,63,372,47,18,0
E01000460,E09000004,Bexley,498,163,230,52,34,19,0,0
E01000461,E09000004,Bexley,569,20,455,86,2,4,2,0
E01000462,E09000004,Bexley,738,43,187,151,266,36,55,0
E01000463,E09000004,Bexley,452,48,163,235,5,0,1,0
E01000464,E09000004,Bexley,546,24,28,279,209,6,0,0
E01000465,E09000004,Bexley,707,9,47,213,426,8,4,0
E01000466,E09000004,Bexley,602,21,74,237,262,8,0,0
E01000467,E09000004,Bexley,591,20,118,262,186,2,2,1
E01000468,E09000004,Bexley,890,39,213,467,164,4,2,1
E01000469,E09000004,Bexley,645,26,105,344,165,3,2,0
E01000470,E09000004,Bexley,590,11,37,117,413,8,4,0
E01032566,E09000004,Bexley,747,17,291,166,262,7,4,0
E01033789,E09000004,Bexley,129,5,107,6,10,0,1,0
E01033790,E09000004,Bexley,511,10,164,262,65,6,4,0
E01033791,E09000004,Bexley,380,14,76,69,151,7,62,1
E01033792,E09000004,Bexley,588,89,147,171,168,12,1,0
E01000471,E09000005,Brent,469,36,165,232,19,14,2,1
E01000472,E09000005,Brent,512,14,35,103,342,10,6,2
E01000473,E09000005,Brent,381,18,96,88,147,22,10,0
E01000474,E09000005,Brent,501,40,228,126,72,34,0,1
E01000475,E09000005,Brent,596,51,93,210,208,32,2,0
E01000476,E09000005,Brent,455,47,136,237,16,18,0,1
E01000477,E09000005,Brent,656,26,137,146,227,113,6,1
E01000478,E09000005,Brent,586,40,158,256,93,25,14,0
E01000479,E09000005,Brent,510,210,236,6,42,15,1,0
E01000480,E09000005,Brent,535,291,169,9,54,12,0,0
E01000481,E09000005,Brent,610,91,27,42,436,10,3,1
E01000483,E09000005,Brent,643,12,53,112,426,36,4,0
E01000484,E09000005,Brent,423,40,133,129,110,9,2,0
E01000485,E09000005,Brent,488,58,175,50,198,6,1,0
E01000486,E09000005,Brent,655,72,488,12,44,39,0,0
E01000487,E09000005,Brent,551,77,158,10,259,24,23,0
E01000488,E09000005,Brent,533,104,97,17,182,131,2,0
E01000489,E09000005,Brent,593,75,133,39,237,102,7,0
E01000490,E09000005,Brent,787,8,30,11,308,417,13,0
E01000491,E09000005,Brent,806,105,85,32,421,161,2,0
E01000492,E09000005,Brent,467,38,152,129,59,86,3,0
E01000493,E09000005,Brent,578,15,297,106,35,122,3,0
E01000494,E09000005,Brent,724,55,81,30,419,139,0,0
E01000495,E09000005,Brent,850,29,16,6,508,287,4,0
E01000497,E09000005,Brent,586,59,195,136,128,62,6,0
E01000498,E09000005,Brent,457,44,73,258,65,10,7,0
E01000499,E09000005,Brent,500,22,208,96,154,19,0,1
E01000501,E09000005,Brent,734,15,94,76,532,17,0,0
E01000502,E09000005,Brent,453,35,211,32,93,81,1,0
E01000503,E09000005,Brent,721,71,295,101,230,23,0,1
E01000504,E09000005,Brent,676,14,137,90,130,304,1,0
E01000505,E09000005,Brent,525,20,303,43,134,25,0,0
E01000506,E09000005,Brent,657,21,88,105,276,153,13,1
E01000507,E09000005,Brent,508,52,277,113,40,26,0,0
E01000508,E09000005,Brent,716,48,75,193,289,91,19,1
E01000509,E09000005,Brent,430,27,144,207,21,31,0,0
E01000510,E09000005,Brent,533,23,231,28,136,54,61,0
E01000511,E09000005,Brent,543,28,166,80,191,75,3,0
E01000512,E09000005,Brent,610,22,110,272,132,68,6,0
E01000513,E09000005,Brent,471,18,404,10,26,12,1,0
E01000514,E09000005,Brent,495,19,179,119,129,48,1,0
E01000515,E09000005,Brent,628,31,98,43,398,40,18,0
E01000516,E09000005,Brent,517,52,181,158,51,36,39,0
E01000517,E09000005,Brent,491,18,384,11,40,3,35,0
E01000518,E09000005,Brent,557,27,226,152,107,41,4,0
E01000519,E09000005,Brent,629,41,282,30,222,38,16,0
E01000520,E09000005,Brent,586,26,202,49,278,27,4,0
E01000521,E09000005,Brent,905,32,56,112,310,374,19,2
E01000522,E09000005,Brent,710,17,76,90,382,142,2,1
E01000523,E09000005,Brent,993,33,86,206,266,359,43,0
E01000524,E09000005,Brent,1035,24,82,59,433,376,59,2
E01000525,E09000005,Brent,785,29,60,89,228,366,13,0
E01000526,E09000005,Brent,813,45,73,168,439,78,8,2
E01000527,E09000005,Brent,813,55,93,199,142,320,4,0
E01000528,E09000005,Brent,600,33,47,113,303,100,2,2
E01000530,E09000005,Brent,700,13,79,288,74,246,0,0
E01000531,E09000005,Brent,908,20,33,224,252,342,37,0
E01000532,E09000005,Brent,733,25,50,305,76,271,5,1
E01000533,E09000005,Brent,952,24,116,91,380,310,31,0
E01000534,E09000005,Brent,651,8,129,131,83,300,0,0
E01000535,E09000005,Brent,829,35,96,168,213,302,15,0
E01000536,E09000005,Brent,522,131,232,9,106,19,25,0
E01000538,E09000005,Brent,478,208,259,1,7,3,0,0
E01000539,E09000005,Brent,548,61,338,7,137,4,1,0
E01000540,E09000005,Brent,471,199,238,5,21,8,0,0
E01000541,E09000005,Brent,499,27,221,19,166,41,25,0
E01000543,E09000005,Brent,500,21,306,8,146,10,9,0
E01000544,E09000005,Brent,742,12,30,57,520,114,9,0
E01000545,E09000005,Brent,856,6,28,71,284,413,54,0
E01000546,E09000005,Brent,756,12,18,157,220,313,36,0
E01000547,E09000005,Brent,768,15,32,204,126,389,2,0
E01000548,E09000005,Brent,1014,10,10,41,530,383,40,0
E01000549,E09000005,Brent,883,13,27,166,88,587,2,0
E01000550,E09000005,Brent,906,4,20,35,566,275,6,0
E01000551,E09000005,Brent,940,10,10,29,790,95,6,0
E01000552,E09000005,Brent,793,3,14,33,717,22,3,1
E01000553,E09000005,Brent,696,38,70,174,132,258,24,0
E01000554,E09000005,Brent,683,24,90,109,245,213,1,1
E01000555,E09000005,Brent,512,65,209,35,73,128,2,0
E01000556,E09000005,Brent,800,40,48,63,283,307,59,0
E01000557,E09000005,Brent,751,22,68,40,339,280,2,0
E01000558,E09000005,Brent,665,82,56,21,159,336,11,0
E01000559,E09000005,Brent,650,10,91,25,155,364,5,0
E01000560,E09000005,Brent,727,70,65,23,128,440,1,0
E01000561,E09000005,Brent,823,25,11,12,541,233,1,0
E01000562,E09000005,Brent,365,333,19,3,6,3,1,0
E01000563,E09000005,Brent,474,94,344,6,26,2,2,0
E01000564,E09000005,Brent,343,12,176,42,77,36,0,0
E01000565,E09000005,Brent,497,44,208,47,163,21,14,0
E01000566,E09000005,Brent,475,21,327,90,25,12,0,0
E01000567,E09000005,Brent,601,57,221,39,257,25,2,0
E01000568,E09000005,Brent,787,41,158,32,294,245,17,0
E01000569,E09000005,Brent,480,27,443,4,4,1,1,0
E01000570,E09000005,Brent,513,28,225,86,129,43,2,0
E01000571,E09000005,Brent,477,23,387,10,24,32,0,1
E01000572,E09000005,Brent,462,30,337,5,71,19,0,0
E01000573,E09000005,Brent,474,30,245,164,18,14,3,0
E01000574,E09000005,Brent,428,21,320,8,52,13,14,0
E01000575,E09000005,Brent,625,34,222,74,231,25,39,0
E01000576,E09000005,Brent,534,39,310,6,143,18,18,0
E01000577,E09000005,Brent,793,22,75,99,566,25,6,0
E01000578,E09000005,Brent,689,120,150,23,342,47,5,2
E01000579,E09000005,Brent,683,25,61,189,94,311,3,0
E01000580,E09000005,Brent,821,5,39,282,280,205,10,0
E01000581,E09000005,Brent,603,9,68,162,91,261,12,0
E01000582,E09000005,Brent,720,11,91,240,101,272,3,2
E01000583,E09000005,Brent,1017,15,49,195,198,529,31,0
E01000584,E09000005,Brent,619,11,103,280,63,152,10,0
E01000585,E09000005,Brent,718,5,42,214,117,337,3,0
E01000586,E09000005,Brent,1093,21,54,115,491,318,94,0
E01000587,E09000005,Brent,458,31,333,66,11,17,0,0
E01000589,E09000005,Brent,592,30,154,316,80,12,0,0
E01000590,E09000005,Brent,626,17,211,215,149,30,3,1
E01000591,E09000005,Brent,650,30,184,237,122,31,46,0
E01000592,E09000005,Brent,525,45,322,21,107,14,16,0
E01000593,E09000005,Brent,680,54,348,80,185,12,1,0
E01000594,E09000005,Brent,527,27,262,75,137,8,17,1
E01000595,E09000005,Brent,582,40,75,151,166,150,0,0
E01000596,E09000005,Brent,640,22,135,105,323,55,0,0
E01000599,E09000005,Brent,489,33,31,138,279,3,5,0
E01000601,E09000005,Brent,477,36,77,161,181,13,2,7
E01000602,E09000005,Brent,512,18,99,115,264,13,2,1
E01000603,E09000005,Brent,576,17,59,130,357,12,0,1
E01000604,E09000005,Brent,548,30,104,137,267,7,3,0
E01000605,E09000005,Brent,553,40,189,143,175,5,0,1
E01000606,E09000005,Brent,567,25,78,300,106,57,1,0
E01000607,E09000005,Brent,667,178,265,94,66,61,2,1
E01000608,E09000005,Brent,734,48,165,90,326,52,53,0
E01000609,E09000005,Brent,640,32,191,197,163,51,6,0
E01000610,E09000005,Brent,621,88,124,50,329,30,0,0
E01000611,E09000005,Brent,454,31,85,116,152,70,0,0
E01000612,E09000005,Brent,521,33,218,86,145,37,2,0
E01000613,E09000005,Brent,756,51,152,79,431,31,11,1
E01000615,E09000005,Brent,563,13,85,155,302,8,0,0
E01000616,E09000005,Brent,586,34,106,161,188,84,12,1
E01000617,E09000005,Brent,528,26,363,12,89,32,6,0
E01000618,E09000005,Brent,375,20,258,49,39,7,2,0
E01000619,E09000005,Brent,473,25,290,138,13,7,0,0
E01000620,E09000005,Brent,500,36,186,151,84,39,3,1
E01000621,E09000005,Brent,639,32,384,101,60,39,22,1
E01000622,E09000005,Brent,636,25,121,95,261,134,0,0
E01000623,E09000005,Brent,541,23,218,170,90,19,21,0
E01000624,E09000005,Brent,594,76,325,120,29,44,0,0
E01000625,E09000005,Brent,557,86,161,29,176,96,9,0
E01000626,E09000005,Brent,590,30,92,164,248,56,0,0
E01000627,E09000005,Brent,653,31,214,123,210,59,16,0
E01000628,E09000005,Brent,633,34,188,111,188,110,2,0
E01000629,E09000005,Brent,605,31,143,313,38,74,6,0
E01000630,E09000005,Brent,768,31,165,103,398,64,7,0
E01000631,E09000005,Brent,522,37,268,59,114,44,0,0
E01000632,E09000005,Brent,548,48,272,48,76,80,23,1
E01000633,E09000005,Brent,554,48,180,75,157,70,24,0
E01000634,E09000005,Brent,696,42,151,144,306,36,15,2
E01000636,E09000005,Brent,518,31,84,288,53,37,24,1
E01000637,E09000005,Brent,636,32,33,203,108,260,0,0
E01000638,E09000005,Brent,715,30,41,117,250,244,32,1
E01000639,E09000005,Brent,716,20,43,87,200,365,0,1
E01000640,E09000005,Brent,802,29,42,117,306,257,51,0
E01000641,E09000005,Brent,715,32,49,147,207,274,6,0
E01000642,E09000005,Brent,915,14,30,36,402,343,90,0
E01000643,E09000005,Brent,840,23,106,101,518,89,3,0
E01000644,E09000005,Brent,728,26,89,161,173,262,16,1
E01033455,E09000005,Brent,501,19,18,88,200,125,50,1
E01033456,E09000005,Brent,743,47,97,181,390,28,0,0
E01033457,E09000005,Brent,562,28,169,23,258,57,27,0
E01033463,E09000005,Brent,848,56,618,116,40,12,6,0
E01033485,E09000005,Brent,789,27,95,130,198,308,29,2
E01033929,E09000005,Brent,122,8,29,26,57,2,0,0
E01033930,E09000005,Brent,547,19,292,55,152,24,5,0
E01033931,E09000005,Brent,498,15,23,43,387,6,23,1
E01033932,E09000005,Brent,494,53,51,110,249,31,0,0
E01033933,E09000005,Brent,479,32,105,307,20,15,0,0
E01033934,E09000005,Brent,334,31,100,173,17,12,1,0
E01033935,E09000005,Brent,517,45,115,96,165,72,24,0
E01033936,E09000005,Brent,257,16,23,69,118,11,20,0
E01033937,E09000005,Brent,397,20,29,75,252,16,5,0
E01033938,E09000005,Brent,256,12,17,79,110,33,5,0
E01033939,E09000005,Brent,130,1,2,1,123,3,0,0
E01033940,E09000005,Brent,0,0,0,0,0,0,0,0
E01033941,E09000005,Brent,638,3,7,2,610,14,2,0
E01033942,E09000005,Brent,0,0,0,0,0,0,0,0
E01000645,E09000006,Bromley,536,431,18,18,34,35,0,0
E01000646,E09000006,Bromley,728,159,86,65,331,78,9,0
E01000647,E09000006,Bromley,635,21,146,348,80,39,1,0
E01000648,E09000006,Bromley,646,136,258,122,44,81,5,0
E01000649,E09000006,Bromley,774,424,60,162,73,54,1,0
E01000650,E09000006,Bromley,750,448,88,53,120,36,5,0
E01000651,E09000006,Bromley,631,119,168,185,115,43,1,0
E01000652,E09000006,Bromley,659,130,435,56,17,7,14,0
E01000653,E09000006,Bromley,608,346,48,69,128,17,0,0
E01000654,E09000006,Bromley,486,108,117,227,32,1,1,0
E01000655,E09000006,Bromley,494,72,161,224,32,0,5,0
E01000656,E09000006,Bromley,517,308,134,60,12,2,1,0
E01000657,E09000006,Bromley,674,185,136,152,194,1,6,0
E01000658,E09000006,Bromley,550,254,242,49,2,2,0,1
E01000659,E09000006,Bromley,520,201,138,164,10,2,5,0
E01000661,E09000006,Bromley,671,31,88,101,418,29,3,1
E01000662,E09000006,Bromley,680,40,276,277,86,1,0,0
E01000663,E09000006,Bromley,660,26,323,225,81,5,0,0
E01000664,E09000006,Bromley,612,100,283,188,35,6,0,0
E01000665,E09000006,Bromley,757,160,320,155,84,20,18,0
E01000666,E09000006,Bromley,776,466,131,73,81,20,5,0
E01000667,E09000006,Bromley,622,351,245,11,9,3,3,0
E01000668,E09000006,Bromley,691,61,235,260,77,43,15,0
E01000669,E09000006,Bromley,740,42,230,365,68,19,16,0
E01000670,E09000006,Bromley,864,239,146,66,284,126,3,0
E01000671,E09000006,Bromley,784,52,241,172,283,32,4,0
E01000672,E09000006,Bromley,650,100,155,132,221,41,1,0
E01000673,E09000006,Bromley,630,63,288,111,115,52,1,0
E01000674,E09000006,Bromley,802,35,95,155,416,99,2,0
E01000676,E09000006,Bromley,866,10,42,78,465,223,48,0
E01000677,E09000006,Bromley,800,28,243,182,234,90,23,0
E01000678,E09000006,Bromley,666,33,190,303,98,36,6,0
E01000679,E09000006,Bromley,662,15,221,363,41,9,13,0
E01000680,E09000006,Bromley,646,396,129,106,4,5,5,1
E01000681,E09000006,Bromley,654,68,499,72,14,1,0,0
E01000682,E09000006,Bromley,642,56,465,66,36,3,16,0
E01000683,E09000006,Bromley,705,149,98,348,100,10,0,0
E01000684,E09000006,Bromley,757,373,246,100,35,2,1,0
E01000685,E09000006,Bromley,618,80,393,90,34,4,17,0
E01000686,E09000006,Bromley,648,279,135,112,116,2,3,1
E01000687,E09000006,Bromley,656,249,211,155,10,1,30,0
E01000688,E09000006,Bromley,504,281,189,27,5,1,1,0
E01000689,E09000006,Bromley,612,77,119,124,247,36,9,0
E01000690,E09000006,Bromley,534,127,226,146,33,0,2,0
E01000691,E09000006,Bromley,619,16,172,296,110,12,12,1
E01000692,E09000006,Bromley,659,57,209,303,32,16,42,0
E01000693,E09000006,Bromley,570,250,74,65,130,38,13,0
E01000694,E09000006,Bromley,635,419,149,23,29,10,5,0
E01000695,E09000006,Bromley,745,349,169,62,111,53,1,0
E01000696,E09000006,Bromley,637,363,49,108,73,40,4,0
E01000697,E09000006,Bromley,634,119,86,157,192,76,4,0
E01000698,E09000006,Bromley,439,392,31,11,3,2,0,0
E01000699,E09000006,Bromley,648,15,71,112,245,194,10,1
E01000700,E09000006,Bromley,666,19,90,375,111,69,2,0
E01000701,E09000006,Bromley,599,23,123,207,115,128,3,0
E01000702,E09000006,Bromley,572,27,195,184,40,113,13,0
E01000703,E09000006,Bromley,694,38,216,85,142,185,28,0
E01000704,E09000006,Bromley,593,9,71,321,102,74,16,0
E01000705,E09000006,Bromley,565,26,90,179,141,129,0,0
E01000706,E09000006,Bromley,591,20,197,148,172,52,2,0
E01000707,E09000006,Bromley,409,6,49,340,2,3,9,0
E01000708,E09000006,Bromley,777,31,250,298,161,20,17,0
E01000709,E09000006,Bromley,787,34,93,145,496,18,1,0
E01000710,E09000006,Bromley,862,58,51,45,680,27,1,0
E01000711,E09000006,Bromley,1012,43,28,53,829,58,1,0
E01000712,E09000006,Bromley,862,103,27,116,561,55,0,0
E01000713,E09000006,Bromley,885,136,43,176,511,18,1,0
E01000714,E09000006,Bromley,1036,13,44,274,502,114,88,1
E01000715,E09000006,Bromley,885,80,118,108,492,72,15,0
E01000716,E09000006,Bromley,702,235,65,87,259,55,1,0
E01000717,E09000006,Bromley,889,113,44,47,560,125,0,0
E01000718,E09000006,Bromley,971,56,128,141,611,34,1,0
E01000719,E09000006,Bromley,621,24,135,270,179,8,1,4
E01000720,E09000006,Bromley,668,75,187,288,93,4,3,18
E01000721,E09000006,Bromley,756,21,167,261,274,14,14,5
E01000722,E09000006,Bromley,704,82,386,125,74,21,16,0
E01000723,E09000006,Bromley,561,66,463,26,4,2,0,0
E01000724,E09000006,Bromley,674,19,240,170,238,3,0,4
E01000725,E09000006,Bromley,775,36,171,332,197,29,10,0
E01000726,E09000006,Bromley,590,77,287,173,46,4,3,0
E01000727,E09000006,Bromley,687,109,237,210,110,9,12,0
E01000728,E09000006,Bromley,657,58,365,145,66,8,12,3
E01000729,E09000006,Bromley,824,11,236,177,365,6,29,0
E01000730,E09000006,Bromley,649,20,253,268,97,4,7,0
E01000731,E09000006,Bromley,532,32,327,153,13,4,3,0
E01000732,E09000006,Bromley,587,227,228,96,35,1,0,0
E01000733,E09000006,Bromley,651,86,384,110,63,2,6,0
E01000734,E09000006,Bromley,507,124,232,18,104,29,0,0
E01000735,E09000006,Bromley,562,39,272,190,45,10,6,0
E01000736,E09000006,Bromley,618,38,368,143,68,1,0,0
E01000737,E09000006,Bromley,580,104,183,229,54,5,5,0
E01000738,E09000006,Bromley,632,76,308,164,71,11,1,1
E01000739,E09000006,Bromley,634,20,209,254,144,5,2,0
E01000741,E09000006,Bromley,842,21,40,21,354,397,9,0
E01000742,E09000006,Bromley,1044,18,41,63,432,488,2,0
E01000743,E09000006,Bromley,841,22,47,115,467,172,18,0
E01000744,E09000006,Bromley,682,17,59,129,405,66,6,0
E01000745,E09000006,Bromley,883,37,28,29,514,273,2,0
E01000746,E09000006,Bromley,949,26,106,124,338,326,29,0
E01000747,E09000006,Bromley,773,359,154,100,54,8,6,92
E01000748,E09000006,Bromley,670,465,109,64,7,10,2,13
E01000749,E09000006,Bromley,639,354,165,84,25,3,8,0
E01000750,E09000006,Bromley,665,109,108,293,151,2,2,0
E01000751,E09000006,Bromley,807,209,303,104,161,26,4,0
E01000752,E09000006,Bromley,778,200,264,170,121,7,15,1
E01000753,E09000006,Bromley,750,442,155,92,59,2,0,0
E01000754,E09000006,Bromley,743,142,246,273,67,7,8,0
E01000755,E09000006,Bromley,615,177,230,176,31,1,0,0
E01000756,E09000006,Bromley,594,395,121,19,39,1,19,0
E01000757,E09000006,Bromley,601,310,268,10,6,7,0,0
E01000758,E09000006,Bromley,591,193,299,65,31,3,0,0
E01000759,E09000006,Bromley,549,105,411,13,8,11,1,0
E01000760,E09000006,Bromley,550,61,351,5,94,9,30,0
E01000761,E09000006,Bromley,577,60,500,7,6,1,3,0
E01000762,E09000006,Bromley,743,233,44,218,225,14,8,1
E01000763,E09000006,Bromley,523,51,463,8,1,0,0,0
E01000764,E09000006,Bromley,633,39,409,172,13,0,0,0
E01000765,E09000006,Bromley,679,147,300,107,50,17,58,0
E01000766,E09000006,Bromley,645,146,477,18,1,2,1,0
E01000767,E09000006,Bromley,598,53,515,7,20,2,1,0
E01000768,E09000006,Bromley,613,252,145,13,197,2,4,0
E01000769,E09000006,Bromley,454,11,179,245,17,2,0,0
E01000770,E09000006,Bromley,691,189,86,45,281,80,10,0
E01000771,E09000006,Bromley,620,43,308,222,8,9,30,0
E01000772,E09000006,Bromley,734,205,74,101,301,53,0,0
E01000773,E09000006,Bromley,605,23,180,306,92,3,1,0
E01000774,E09000006,Bromley,581,9,136,345,34,17,40,0
E01000775,E09000006,Bromley,867,177,180,352,127,13,17,1
E01000777,E09000006,Bromley,565,8,99,425,8,4,21,0
E01000778,E09000006,Bromley,618,16,151,358,89,0,4,0
E01000779,E09000006,Bromley,551,146,129,90,140,34,12,0
E01000780,E09000006,Bromley,628,14,242,142,217,13,0,0
E01000781,E09000006,Bromley,614,22,104,361,122,5,0,0
E01000782,E09000006,Bromley,647,22,87,337,170,7,24,0
E01000783,E09000006,Bromley,626,26,118,429,45,7,0,1
E01000784,E09000006,Bromley,582,16,326,154,74,11,1,0
E01000785,E09000006,Bromley,609,50,89,374,91,5,0,0
E01000786,E09000006,Bromley,627,319,212,59,18,12,7,0
E01000787,E09000006,Bromley,667,29,404,113,118,2,0,1
E01000788,E09000006,Bromley,618,61,381,131,26,7,12,0
E01000789,E09000006,Bromley,657,12,138,107,394,1,5,0
E01000790,E09000006,Bromley,872,203,184,50,301,48,86,0
E01000791,E09000006,Bromley,621,68,498,17,37,1,0,0
E01000792,E09000006,Bromley,483,54,291,88,47,1,2,0
E01000793,E09000006,Bromley,643,260,338,41,4,0,0,0
E01000794,E09000006,Bromley,611,193,398,17,3,0,0,0
E01000795,E09000006,Bromley,542,116,340,33,50,1,2,0
E01000796,E09000006,Bromley,638,17,62,176,367,15,1,0
E01000797,E09000006,Bromley,679,56,369,39,124,74,17,0
E01000798,E09000006,Bromley,693,15,88,167,284,102,36,1
E01000799,E09000006,Bromley,849,13,54,401,175,117,89,0
E01000800,E09000006,Bromley,780,16,96,106,384,173,3,2
E01000801,E09000006,Bromley,650,10,112,230,223,73,2,0
E01000802,E09000006,Bromley,750,26,83,311,118,200,12,0
E01000803,E09000006,Bromley,730,43,133,106,192,251,5,0
E01000804,E09000006,Bromley,548,24,345,70,51,55,3,0
E01000805,E09000006,Bromley,587,8,191,185,140,55,7,1
E01000806,E09000006,Bromley,768,18,45,78,375,216,36,0
E01000807,E09000006,Bromley,595,106,365,5,30,2,87,0
E01000808,E09000006,Bromley,625,244,253,96,30,2,0,0
