local authority code,local authority name,LSOA code,All usual residents aged 16-74 ,Economically active: Employee: Full-time,Economically active: Employee: Part-time,Economically active: Full-time student,Economically active: Self-employed with employees: Full-time,Economically active: Self-employed with employees: Part-time,Economically active: Self-employed without employees: Full-time,Economically active: Self-employed without employees: Part-time,Economically active: Unemployed,Economically inactive: Long-term sick or disabled,Economically inactive: Looking after home or family,Economically inactive: Other,Economically inactive: Retired,Economically inactive:  Full-time students,,
E09000025,Newham,E01034209,447,230,37,30,4,0,30,11,23,3,11,11,1,56,,
E09000025,Newham,E01034210,836,418,55,27,15,7,40,13,52,30,35,22,39,83,,
E09000025,Newham,E01034211,262,152,8,9,5,0,16,4,9,2,7,11,11,28,,
E09000025,Newham,E01034212,1978,1217,93,48,43,3,143,47,68,8,42,45,8,213,,
E09000025,Newham,E01034213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000025,Newham,E01034214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000025,Newham,E01034215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000025,Newham,E01034216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000025,Newham,E01034217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000025,Newham,E01034218,852,264,120,60,16,10,56,30,42,54,52,27,56,65,,
E09000025,Newham,E01034219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000025,Newham,E01034220,118,71,9,2,2,0,12,1,3,1,2,4,0,11,,
E09000025,Newham,E01034221,1540,697,127,103,14,4,75,37,109,43,39,51,67,174,,
E09000025,Newham,E01034222,520,288,37,56,3,1,15,13,16,11,17,6,0,57,,
E09000025,Newham,E01034223,559,205,54,36,7,7,23,11,51,18,18,25,17,87,,
E09000025,Newham,E01034224,994,370,107,60,13,5,53,23,79,29,63,43,65,84,,
E09000025,Newham,E01034225,785,328,68,49,10,1,36,20,68,31,37,36,28,73,,
E09000025,Newham,E01034226,242,152,12,20,5,0,18,5,7,1,7,4,0,11,,
E09000025,Newham,E01034227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000025,Newham,E01034228,358,220,17,14,7,1,22,8,11,4,9,15,9,21,,
E09000025,Newham,E01034229,695,317,70,39,8,1,43,17,35,22,32,25,17,69,,
E09000025,Newham,E01034230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000025,Newham,E01034231,140,94,7,4,1,0,11,4,3,1,3,6,0,6,,
E09000026,Redbridge,E01003638,1176,378,144,73,23,7,69,29,70,40,56,32,147,108,,
E09000026,Redbridge,E01003639,1249,427,161,39,34,10,79,35,73,62,81,39,127,82,,
E09000026,Redbridge,E01003640,1259,525,134,41,25,10,69,40,49,33,69,40,126,98,,
E09000026,Redbridge,E01003641,1223,468,178,69,24,7,61,27,67,37,61,37,90,97,,
E09000026,Redbridge,E01003642,1172,391,167,29,23,5,57,34,67,69,76,29,105,120,,
E09000026,Redbridge,E01003643,1239,421,186,46,41,8,55,36,56,28,83,46,133,100,,
E09000026,Redbridge,E01003644,1125,382,144,44,23,12,58,25,55,28,81,36,140,97,,
E09000026,Redbridge,E01003645,1838,797,218,62,29,18,98,49,92,54,136,58,105,122,,
E09000026,Redbridge,E01003646,1261,393,173,63,35,13,56,41,70,39,69,46,124,139,,
E09000026,Redbridge,E01003647,1302,517,152,54,23,5,58,30,68,35,83,42,123,112,,
E09000026,Redbridge,E01003648,1040,349,126,24,34,6,82,41,33,16,63,32,150,84,,
E09000026,Redbridge,E01003649,1199,419,143,56,35,4,73,43,52,32,63,26,138,115,,
E09000026,Redbridge,E01003650,1031,352,125,39,24,10,65,24,50,37,54,53,127,71,,
E09000026,Redbridge,E01003651,1077,364,159,58,41,5,54,37,58,18,50,34,110,89,,
E09000026,Redbridge,E01003652,1107,406,146,46,40,8,58,25,42,21,66,30,98,121,,
E09000026,Redbridge,E01003653,1053,407,107,44,22,4,65,22,53,24,82,37,101,85,,
E09000026,Redbridge,E01003654,1130,466,126,42,30,4,65,31,42,39,59,23,133,70,,
E09000026,Redbridge,E01003655,1155,513,113,31,29,2,89,38,50,18,48,36,138,50,,
E09000026,Redbridge,E01003656,1078,417,122,32,12,3,80,32,59,54,54,26,126,61,,
E09000026,Redbridge,E01003657,1568,617,196,27,30,10,118,55,74,54,62,27,228,70,,
E09000026,Redbridge,E01003658,1184,433,139,43,19,2,77,44,70,69,60,33,121,74,,
E09000026,Redbridge,E01003659,1200,535,139,37,28,4,74,39,54,21,54,30,115,70,,
E09000026,Redbridge,E01003660,1292,595,158,28,27,3,114,33,47,19,61,22,118,67,,
E09000026,Redbridge,E01003661,1385,517,174,55,27,5,84,36,76,38,73,44,130,126,,
E09000026,Redbridge,E01003662,1325,552,149,66,32,5,55,29,74,51,84,61,84,83,,
E09000026,Redbridge,E01003663,1128,379,167,49,16,7,51,26,62,32,65,31,155,88,,
E09000026,Redbridge,E01003664,1218,471,167,63,18,8,68,23,67,32,74,45,111,71,,
E09000026,Redbridge,E01003665,1131,432,150,53,16,3,74,37,45,30,64,26,107,94,,
E09000026,Redbridge,E01003666,1535,657,206,56,22,8,66,35,115,52,108,47,66,97,,
E09000026,Redbridge,E01003668,1226,636,114,17,42,4,86,35,47,36,42,24,100,43,,
E09000026,Redbridge,E01003669,1162,540,131,28,33,7,92,46,22,17,49,21,121,55,,
E09000026,Redbridge,E01003670,1079,457,146,28,24,3,62,47,48,19,37,28,123,57,,
E09000026,Redbridge,E01003671,1126,465,169,36,31,4,83,54,29,13,47,4,138,53,,
E09000026,Redbridge,E01003672,1008,485,81,24,23,5,64,30,56,36,52,38,59,55,,
E09000026,Redbridge,E01003673,1403,767,142,24,19,6,96,41,46,32,52,17,110,51,,
E09000026,Redbridge,E01003674,1693,939,144,37,31,6,118,52,62,35,58,32,105,74,,
E09000026,Redbridge,E01003675,1129,383,136,48,45,13,63,41,58,17,62,34,122,107,,
E09000026,Redbridge,E01003676,1203,426,148,44,32,16,64,29,62,27,72,37,118,128,,
E09000026,Redbridge,E01003677,1096,335,155,41,33,9,58,42,48,20,56,28,158,113,,
E09000026,Redbridge,E01003678,1151,397,151,33,55,7,72,38,35,23,68,33,116,123,,
E09000026,Redbridge,E01003679,1195,407,153,45,51,12,64,45,62,25,75,36,114,106,,
E09000026,Redbridge,E01003680,1159,401,154,46,54,7,65,43,46,18,57,26,113,129,,
E09000026,Redbridge,E01003681,1278,409,151,50,44,12,85,45,56,42,72,49,143,120,,
E09000026,Redbridge,E01003682,1206,421,159,48,34,17,81,35,43,27,82,32,118,109,,
E09000026,Redbridge,E01003683,1420,363,173,96,25,3,67,51,100,52,153,62,105,170,,
E09000026,Redbridge,E01003684,1180,314,162,64,27,5,59,43,77,39,112,60,85,133,,
E09000026,Redbridge,E01003685,1301,319,158,123,29,2,65,32,74,34,112,70,102,181,,
E09000026,Redbridge,E01003686,1343,381,162,91,22,10,51,54,78,61,122,67,98,146,,
E09000026,Redbridge,E01003688,1316,325,163,76,32,7,74,38,75,60,129,77,110,150,,
E09000026,Redbridge,E01003689,1079,289,117,64,19,4,36,29,71,50,133,61,91,115,,
E09000026,Redbridge,E01003690,1211,408,131,57,39,7,65,40,72,36,70,71,118,97,,
E09000026,Redbridge,E01003691,1032,299,130,49,28,8,49,36,75,26,82,58,91,101,,
E09000026,Redbridge,E01003692,1133,364,124,49,42,2,61,30,59,41,101,39,119,102,,
E09000026,Redbridge,E01003693,1172,347,125,44,55,16,66,43,48,25,103,34,149,117,,
E09000026,Redbridge,E01003694,1085,335,129,36,38,10,50,37,46,34,93,38,137,102,,
E09000026,Redbridge,E01003695,1165,342,127,48,30,12,72,30,88,66,103,53,107,87,,
E09000026,Redbridge,E01003696,1377,392,163,80,39,4,128,32,42,22,79,35,134,227,,
E09000026,Redbridge,E01003697,1181,422,140,50,42,14,78,35,62,28,77,26,96,111,,
E09000026,Redbridge,E01003698,1028,381,153,30,21,3,92,30,34,26,53,26,130,49,,
E09000026,Redbridge,E01003699,1042,455,130,19,21,5,80,39,35,28,43,25,114,48,,
E09000026,Redbridge,E01003700,1641,583,250,37,32,12,93,55,69,64,88,53,178,127,,
E09000026,Redbridge,E01003701,1262,458,159,48,33,5,77,32,63,36,89,35,133,94,,
E09000026,Redbridge,E01003702,1226,497,141,17,22,4,100,52,55,35,66,22,146,69,,
E09000026,Redbridge,E01003703,1853,691,207,41,74,15,145,59,90,55,127,47,188,114,,
E09000026,Redbridge,E01003704,1218,422,149,38,23,6,81,32,77,52,82,39,140,77,,
E09000026,Redbridge,E01003705,1576,584,211,56,41,8,98,47,71,53,90,50,154,113,,
E09000026,Redbridge,E01003706,1059,350,149,33,26,6,62,35,61,23,83,30,137,64,,
E09000026,Redbridge,E01003707,981,321,138,27,14,5,77,29,57,28,55,28,120,82,,
E09000026,Redbridge,E01003708,1012,299,112,33,17,4,56,33,86,72,71,49,96,84,,
E09000026,Redbridge,E01003709,1150,376,170,39,32,10,68,36,43,15,63,39,177,82,,
E09000026,Redbridge,E01003710,1114,371,153,26,44,11,80,38,41,35,58,27,127,103,,
E09000026,Redbridge,E01003711,1250,390,194,46,40,13,98,45,57,37,64,32,163,71,,
E09000026,Redbridge,E01003712,937,272,123,37,16,10,36,25,66,64,76,27,97,88,,
E09000026,Redbridge,E01003713,1250,365,156,81,28,10,46,29,77,39,100,66,111,142,,
E09000026,Redbridge,E01003714,1505,469,199,74,29,9,67,50,85,47,123,87,130,136,,
E09000026,Redbridge,E01003715,1458,411,167,107,29,6,63,36,80,76,122,75,104,182,,
E09000026,Redbridge,E01003716,1244,418,160,46,29,3,73,34,77,58,87,50,115,94,,
E09000026,Redbridge,E01003718,1332,497,134,51,19,6,56,59,93,53,134,62,85,83,,
E09000026,Redbridge,E01003719,1468,478,161,69,27,6,78,45,120,53,116,57,127,131,,
E09000026,Redbridge,E01003720,1260,400,163,35,10,6,75,34,64,109,67,38,190,69,,
E09000026,Redbridge,E01003721,1129,423,122,49,19,2,66,24,59,55,70,33,137,70,,
E09000026,Redbridge,E01003722,1256,456,141,39,18,8,77,30,84,77,71,34,128,93,,
E09000026,Redbridge,E01003723,1188,419,156,40,16,2,83,28,72,89,60,28,127,68,,
E09000026,Redbridge,E01003724,964,372,122,28,26,7,64,34,42,46,57,20,88,58,,
E09000026,Redbridge,E01003725,1057,419,126,34,12,4,69,21,71,58,67,32,96,48,,
E09000026,Redbridge,E01003726,1048,358,118,35,14,3,59,31,76,82,72,36,91,73,,
E09000026,Redbridge,E01003727,1109,391,117,32,15,1,65,33,66,82,78,35,124,70,,
E09000026,Redbridge,E01003729,1190,277,128,113,22,5,42,29,99,68,115,76,88,128,,
E09000026,Redbridge,E01003730,1129,268,137,98,16,8,34,30,95,39,130,87,68,119,,
E09000026,Redbridge,E01003731,1025,264,136,79,19,2,36,28,72,61,99,47,64,118,,
E09000026,Redbridge,E01003732,990,262,96,51,21,3,31,42,115,44,102,85,51,87,,
E09000026,Redbridge,E01003733,1254,316,192,76,13,8,49,31,78,35,113,63,77,203,,
E09000026,Redbridge,E01003734,1190,313,141,73,31,9,54,35,77,50,101,60,100,146,,
E09000026,Redbridge,E01003735,1447,322,164,101,12,10,36,24,128,112,197,88,95,158,,
E09000026,Redbridge,E01003736,1103,303,123,59,25,13,60,44,93,35,122,65,48,113,,
E09000026,Redbridge,E01003737,1251,342,156,57,61,15,78,64,46,35,82,38,165,112,,
E09000026,Redbridge,E01003738,1497,485,185,96,36,13,88,46,69,39,114,52,149,125,,
E09000026,Redbridge,E01003739,1512,546,182,66,43,12,67,29,96,45,111,53,117,145,,
E09000026,Redbridge,E01003740,1451,435,190,57,52,10,85,41,101,49,108,40,156,127,,
E09000026,Redbridge,E01003741,1207,410,158,59,17,6,55,35,60,30,83,33,159,102,,
E09000026,Redbridge,E01003742,1434,440,193,63,33,18,81,72,87,36,101,75,91,144,,
E09000026,Redbridge,E01003743,1212,328,148,103,19,19,42,39,76,43,103,63,92,137,,
E09000026,Redbridge,E01003744,997,403,129,28,37,8,59,35,34,11,37,18,162,36,,
E09000026,Redbridge,E01003745,1043,357,134,28,69,9,69,61,20,8,56,22,136,74,,
E09000026,Redbridge,E01003746,1042,385,151,20,37,4,90,50,24,3,35,15,171,57,,
E09000026,Redbridge,E01003747,922,319,104,23,66,12,59,42,22,9,56,18,145,47,,
E09000026,Redbridge,E01003748,1085,399,117,21,56,4,62,56,31,33,64,19,151,72,,
E09000026,Redbridge,E01003749,1215,516,145,19,18,7,95,60,42,24,53,20,161,55,,
E09000026,Redbridge,E01003750,1204,563,130,25,29,16,69,42,28,40,41,21,149,51,,
E09000026,Redbridge,E01003751,1353,445,164,70,31,13,78,33,65,43,98,51,136,126,,
E09000026,Redbridge,E01003752,1905,764,210,82,51,7,109,47,100,46,114,58,169,148,,
E09000026,Redbridge,E01003753,1400,482,184,69,24,9,60,38,82,37,108,45,122,140,,
E09000026,Redbridge,E01003754,1143,356,155,48,33,8,55,31,49,26,78,37,136,131,,
E09000026,Redbridge,E01003755,1378,436,188,65,29,13,63,41,67,33,109,58,106,170,,
E09000026,Redbridge,E01003756,1500,465,190,84,30,4,82,48,80,59,100,54,132,172,,
E09000026,Redbridge,E01003757,1066,324,162,50,24,7,53,20,58,37,90,54,85,102,,
E09000026,Redbridge,E01003759,1087,430,120,25,29,4,80,32,26,10,55,21,190,65,,
E09000026,Redbridge,E01003760,1308,523,154,52,32,4,89,47,80,30,68,28,118,83,,
E09000026,Redbridge,E01003761,1154,331,172,37,25,8,38,24,125,62,117,51,84,80,,
E09000026,Redbridge,E01003762,1231,585,141,27,27,4,81,41,45,37,38,20,114,71,,
E09000026,Redbridge,E01003763,1317,489,199,33,43,5,102,57,50,19,73,25,137,85,,
E09000026,Redbridge,E01003764,1495,744,138,29,22,7,115,55,74,31,63,20,126,71,,
E09000026,Redbridge,E01003765,1186,618,138,42,30,1,90,27,34,15,34,29,79,49,,
E09000026,Redbridge,E01003766,1376,406,153,59,25,14,65,41,97,44,139,73,126,134,,
E09000026,Redbridge,E01003767,1348,377,176,118,24,4,63,40,80,36,103,60,94,173,,
E09000026,Redbridge,E01003768,1320,389,126,107,32,8,48,32,97,57,127,65,109,123,,
E09000026,Redbridge,E01003769,1232,370,112,66,30,7,58,31,99,61,121,56,92,129,,
E09000026,Redbridge,E01003770,1831,696,219,60,34,4,68,39,86,87,136,64,126,212,,
E09000026,Redbridge,E01003771,1332,410,189,55,26,3,56,36,90,61,112,75,111,108,,
E09000026,Redbridge,E01003772,1225,417,152,65,29,9,50,22,72,41,82,45,129,112,,
E09000026,Redbridge,E01003773,1180,447,141,50,28,4,54,27,69,44,79,37,102,98,,
E09000026,Redbridge,E01003774,1365,735,99,28,35,4,96,41,40,40,40,30,124,53,,
E09000026,Redbridge,E01003775,1259,550,112,27,78,11,76,51,34,20,64,34,141,61,,
E09000026,Redbridge,E01003776,1153,536,105,17,19,4,64,38,52,50,35,35,143,55,,
E09000026,Redbridge,E01003777,1399,743,125,22,45,9,99,49,54,24,43,24,101,61,,
E09000026,Redbridge,E01003778,1432,703,154,24,42,9,107,76,42,17,40,26,126,66,,
E09000026,Redbridge,E01003779,1120,481,106,35,21,4,84,41,37,40,43,38,141,49,,
E09000026,Redbridge,E01003780,1108,384,131,29,63,15,72,49,30,21,63,24,144,83,,
E09000026,Redbridge,E01003781,1223,441,120,53,25,6,70,27,77,37,96,46,107,118,,
E09000026,Redbridge,E01003782,1240,374,143,55,32,9,50,60,81,38,113,83,84,118,,
E09000026,Redbridge,E01003783,1633,493,163,105,16,11,62,35,166,88,147,87,89,171,,
E09000026,Redbridge,E01003784,1266,414,158,70,15,2,68,37,92,46,108,48,109,99,,
E09000026,Redbridge,E01003785,1361,457,146,67,28,11,72,42,103,50,108,75,98,104,,
E09000026,Redbridge,E01003786,1034,348,124,63,17,4,60,24,64,31,58,38,95,108,,
E09000026,Redbridge,E01003787,1096,365,128,47,19,5,43,33,64,42,100,47,114,89,,
E09000026,Redbridge,E01003788,1331,457,152,50,35,8,59,40,78,68,121,79,75,109,,
E09000026,Redbridge,E01003789,1102,532,115,18,33,3,66,45,28,18,30,31,131,52,,
E09000026,Redbridge,E01003790,1030,403,122,26,25,5,76,41,41,38,45,22,110,76,,
E09000026,Redbridge,E01003791,1124,458,139,18,29,3,96,40,42,19,41,24,156,59,,
E09000026,Redbridge,E01003792,1042,474,103,29,25,5,71,32,31,17,43,14,120,78,,
E09000026,Redbridge,E01003793,1130,455,118,35,30,6,70,35,52,54,56,35,125,59,,
E09000026,Redbridge,E01003794,1032,426,120,29,39,1,55,40,50,26,58,19,117,52,,
E09000026,Redbridge,E01003795,848,365,119,23,32,5,52,26,13,7,38,16,103,49,,
E09000026,Redbridge,E01003796,1164,472,141,34,34,6,72,48,41,27,48,26,139,76,,
E09000026,Redbridge,E01032581,1228,487,135,60,20,6,46,21,85,60,84,50,78,96,,
E09000026,Redbridge,E01033589,1056,467,64,68,17,5,64,31,78,14,121,36,11,80,,
E09000026,Redbridge,E01033590,797,340,89,33,13,1,33,15,61,35,55,38,22,62,,
E09000026,Redbridge,E01033591,1573,402,185,104,33,24,54,46,124,84,135,90,88,204,,
E09000026,Redbridge,E01033592,1382,576,200,50,30,6,56,31,66,36,80,44,85,122,,
E09000026,Redbridge,E01034480,1120,414,133,48,17,9,44,23,90,37,105,44,45,111,,
E09000026,Redbridge,E01034481,950,284,108,59,15,7,33,17,67,47,89,39,60,125,,
E09000026,Redbridge,E01034482,305,147,16,18,5,0,12,5,22,7,29,13,4,27,,
E09000026,Redbridge,E01034483,320,139,34,17,1,1,8,6,19,18,23,10,10,34,,
E09000026,Redbridge,E01034484,1148,274,131,113,18,7,44,31,100,37,90,69,84,150,,
E09000027,Richmond upon Thames,E01003797,958,297,84,9,44,4,85,78,26,10,93,31,125,72,,
E09000027,Richmond upon Thames,E01003798,1105,437,79,22,43,2,101,78,37,26,74,22,126,58,,
E09000027,Richmond upon Thames,E01003799,1178,530,95,15,44,4,89,75,30,18,92,26,100,60,,
E09000027,Richmond upon Thames,E01003800,1119,406,132,24,30,11,80,67,38,23,88,40,106,74,,
E09000027,Richmond upon Thames,E01003801,1010,489,66,17,26,3,103,57,21,15,43,20,90,60,,
E09000027,Richmond upon Thames,E01003802,1033,465,74,18,57,3,66,41,25,11,84,25,104,60,,
E09000027,Richmond upon Thames,E01003803,1083,375,113,29,27,2,81,50,64,57,71,28,96,90,,
E09000027,Richmond upon Thames,E01003804,1256,582,103,18,42,14,111,83,30,22,62,17,110,62,,
E09000027,Richmond upon Thames,E01003805,1099,417,105,13,52,5,56,94,15,7,94,22,150,69,,
E09000027,Richmond upon Thames,E01003806,1036,358,98,28,48,7,72,82,25,9,68,15,135,91,,
E09000027,Richmond upon Thames,E01003807,1366,692,116,41,39,8,118,70,32,23,49,28,100,50,,
E09000027,Richmond upon Thames,E01003808,1327,652,120,29,29,10,119,69,35,19,64,15,113,53,,
E09000027,Richmond upon Thames,E01003809,1208,484,124,17,61,12,96,78,18,12,91,19,133,63,,
E09000027,Richmond upon Thames,E01003810,1169,534,136,23,36,5,89,56,32,23,58,10,109,58,,
E09000027,Richmond upon Thames,E01003811,1127,548,156,35,13,10,96,48,19,13,45,16,93,35,,
E09000027,Richmond upon Thames,E01003812,1377,668,145,41,16,4,110,51,38,36,64,29,96,79,,
E09000027,Richmond upon Thames,E01003813,1150,470,147,27,42,6,74,54,28,22,46,24,135,75,,
E09000027,Richmond upon Thames,E01003814,1199,567,118,19,28,5,98,42,39,17,54,16,144,52,,
E09000027,Richmond upon Thames,E01003815,1328,651,143,28,19,5,95,58,31,41,62,27,119,49,,
E09000027,Richmond upon Thames,E01003816,1118,400,109,27,37,6,74,48,29,28,98,34,163,65,,
E09000027,Richmond upon Thames,E01003817,1418,534,134,24,45,9,104,69,54,29,64,150,155,47,,
E09000027,Richmond upon Thames,E01003818,1116,422,148,37,32,1,82,62,52,15,51,22,151,41,,
E09000027,Richmond upon Thames,E01003819,1219,449,169,28,14,4,91,31,89,69,64,39,108,64,,
E09000027,Richmond upon Thames,E01003820,1377,580,173,41,32,7,93,55,61,35,74,24,139,63,,
E09000027,Richmond upon Thames,E01003821,1196,631,63,21,45,5,114,44,26,14,53,27,115,38,,
E09000027,Richmond upon Thames,E01003822,1022,361,126,20,39,8,69,56,28,17,54,20,157,67,,
E09000027,Richmond upon Thames,E01003823,1278,534,151,19,42,15,108,77,35,13,47,20,160,57,,
E09000027,Richmond upon Thames,E01003824,1153,455,148,23,34,7,72,74,21,27,72,15,151,54,,
E09000027,Richmond upon Thames,E01003825,1266,576,172,32,26,8,81,42,28,13,51,21,153,63,,
E09000027,Richmond upon Thames,E01003826,1235,474,174,26,17,5,72,43,54,63,63,35,147,62,,
E09000027,Richmond upon Thames,E01003827,1316,650,161,24,24,4,94,64,34,23,52,20,116,50,,
E09000027,Richmond upon Thames,E01003828,1105,454,137,29,27,4,67,55,15,22,44,14,180,57,,
E09000027,Richmond upon Thames,E01003829,1220,470,175,32,10,4,66,32,59,55,65,41,139,72,,
E09000027,Richmond upon Thames,E01003830,1273,517,152,34,41,9,77,51,46,17,66,26,158,79,,
E09000027,Richmond upon Thames,E01003831,1154,536,160,20,21,4,58,29,36,35,60,20,133,42,,
E09000027,Richmond upon Thames,E01003832,1065,430,127,27,10,1,39,31,44,93,59,39,113,52,,
E09000027,Richmond upon Thames,E01003833,1029,496,142,20,12,5,52,26,45,29,39,19,105,39,,
E09000027,Richmond upon Thames,E01003834,1352,524,112,105,30,6,75,53,36,46,43,12,128,182,,
E09000027,Richmond upon Thames,E01003835,1062,442,134,22,37,9,86,56,21,19,62,15,87,72,,
E09000027,Richmond upon Thames,E01003836,1034,398,94,38,23,3,57,33,27,56,73,26,128,78,,
E09000027,Richmond upon Thames,E01003837,1273,504,136,25,39,5,77,63,34,32,85,23,186,64,,
E09000027,Richmond upon Thames,E01003838,1318,620,149,25,39,6,81,65,56,18,64,21,106,68,,
E09000027,Richmond upon Thames,E01003839,1390,632,143,33,21,5,92,57,57,46,88,31,122,63,,
E09000027,Richmond upon Thames,E01003840,1174,457,143,41,28,3,92,40,65,20,77,29,109,70,,
E09000027,Richmond upon Thames,E01003841,1389,501,177,51,20,10,64,37,83,73,96,40,116,121,,
E09000027,Richmond upon Thames,E01003842,1215,502,165,39,7,5,71,22,57,38,83,12,137,77,,
E09000027,Richmond upon Thames,E01003843,1457,518,208,68,18,11,89,44,51,50,96,42,178,84,,
E09000027,Richmond upon Thames,E01003844,1070,443,147,38,17,3,58,31,39,34,36,11,154,59,,
E09000027,Richmond upon Thames,E01003845,1190,458,150,34,18,4,82,43,31,27,56,25,199,63,,
E09000027,Richmond upon Thames,E01003846,1213,476,125,25,50,2,96,81,29,9,83,21,121,95,,
E09000027,Richmond upon Thames,E01003847,1238,614,97,26,31,3,92,66,31,16,52,15,142,53,,
E09000027,Richmond upon Thames,E01003848,1386,709,158,16,29,5,105,59,51,22,64,16,100,52,,
E09000027,Richmond upon Thames,E01003849,1122,475,100,15,39,6,91,61,37,18,69,28,142,41,,
E09000027,Richmond upon Thames,E01003851,1171,480,103,25,39,15,109,68,15,5,90,23,146,53,,
E09000027,Richmond upon Thames,E01003852,1011,467,70,22,26,11,74,59,33,19,48,24,110,48,,
E09000027,Richmond upon Thames,E01003853,1097,403,98,11,35,8,86,61,58,39,75,28,135,60,,
E09000027,Richmond upon Thames,E01003854,1058,456,79,22,47,5,110,59,32,17,63,27,96,45,,
E09000027,Richmond upon Thames,E01003855,1309,602,119,34,36,3,102,40,45,63,56,35,98,76,,
E09000027,Richmond upon Thames,E01003856,1237,668,120,23,40,3,118,50,32,20,49,15,75,24,,
E09000027,Richmond upon Thames,E01003857,1290,607,125,22,46,4,112,79,39,15,69,26,103,43,,
E09000027,Richmond upon Thames,E01003858,1205,563,83,19,56,6,96,72,33,16,78,25,109,49,,
E09000027,Richmond upon Thames,E01003859,1116,500,120,19,27,6,81,59,35,5,71,23,113,57,,
E09000027,Richmond upon Thames,E01003860,1389,723,101,22,55,7,114,63,36,22,62,23,108,53,,
E09000027,Richmond upon Thames,E01003861,1405,835,95,21,33,1,92,50,41,23,58,20,81,55,,
E09000027,Richmond upon Thames,E01003862,1034,475,121,19,19,5,59,41,41,31,47,20,116,40,,
E09000027,Richmond upon Thames,E01003863,990,418,90,20,23,7,93,39,31,29,61,24,111,44,,
E09000027,Richmond upon Thames,E01003864,1121,510,95,15,35,3,84,52,53,12,56,20,128,58,,
E09000027,Richmond upon Thames,E01003865,940,412,108,20,19,2,75,41,42,25,34,20,97,45,,
E09000027,Richmond upon Thames,E01003866,1121,553,113,19,28,5,81,65,22,9,70,23,86,47,,
E09000027,Richmond upon Thames,E01003867,1106,530,86,44,21,2,88,42,31,27,47,21,91,76,,
E09000027,Richmond upon Thames,E01003868,1135,584,94,17,30,3,108,63,30,15,53,17,86,35,,
E09000027,Richmond upon Thames,E01003869,1265,654,122,31,40,2,75,48,44,19,57,18,103,52,,
E09000027,Richmond upon Thames,E01003870,1353,698,139,45,32,7,81,45,35,15,70,19,103,64,,
E09000027,Richmond upon Thames,E01003871,1171,549,124,24,47,12,96,80,22,11,61,27,76,42,,
E09000027,Richmond upon Thames,E01003872,1102,568,93,16,37,13,77,51,21,9,64,15,92,46,,
E09000027,Richmond upon Thames,E01003873,1249,655,94,15,37,6,95,71,30,14,69,26,92,45,,
E09000027,Richmond upon Thames,E01003874,1235,680,76,12,44,7,99,58,33,33,39,27,89,38,,
E09000027,Richmond upon Thames,E01003875,1123,465,82,21,45,3,90,48,23,24,101,23,126,72,,
E09000027,Richmond upon Thames,E01003876,1303,664,94,17,51,8,95,52,33,15,46,36,131,61,,
E09000027,Richmond upon Thames,E01003877,1082,501,84,11,39,3,86,57,28,7,78,18,127,43,,
E09000027,Richmond upon Thames,E01003878,1032,387,122,27,25,6,77,45,36,38,52,34,130,53,,
E09000027,Richmond upon Thames,E01003879,1245,483,64,76,37,7,114,54,24,5,70,27,94,190,,
E09000027,Richmond upon Thames,E01003880,1077,469,134,22,31,5,97,63,21,10,57,11,105,52,,
E09000027,Richmond upon Thames,E01003881,1559,377,67,365,25,4,79,42,20,21,42,11,109,397,,
E09000027,Richmond upon Thames,E01003882,1338,686,130,30,33,6,107,61,28,20,54,21,100,62,,
E09000027,Richmond upon Thames,E01003883,1409,831,121,31,19,4,115,52,25,18,51,17,99,26,,
E09000027,Richmond upon Thames,E01003884,1209,540,104,35,45,7,94,48,29,32,54,22,126,73,,
E09000027,Richmond upon Thames,E01003885,1098,524,115,32,28,2,92,50,26,23,55,15,81,55,,
E09000027,Richmond upon Thames,E01003886,1234,615,143,33,27,4,88,59,30,9,46,16,98,66,,
E09000027,Richmond upon Thames,E01003887,1294,640,132,45,37,8,91,59,36,14,48,15,117,52,,
E09000027,Richmond upon Thames,E01003888,1391,636,138,56,24,4,82,44,50,48,55,22,156,76,,
E09000027,Richmond upon Thames,E01003889,1294,593,153,18,42,4,80,66,29,14,50,23,169,53,,
E09000027,Richmond upon Thames,E01003890,1146,526,132,53,14,7,71,52,27,8,51,15,122,68,,
E09000027,Richmond upon Thames,E01003891,1322,595,117,43,38,8,88,75,31,18,43,16,191,59,,
E09000027,Richmond upon Thames,E01003892,1470,685,119,17,44,12,115,86,37,15,100,30,163,47,,
E09000027,Richmond upon Thames,E01003893,1212,582,96,29,30,5,104,70,31,11,50,27,130,47,,
E09000027,Richmond upon Thames,E01003894,1265,640,109,21,38,5,116,62,44,14,50,18,100,48,,
E09000027,Richmond upon Thames,E01003895,1268,569,143,28,42,9,109,70,35,22,63,14,116,48,,
E09000027,Richmond upon Thames,E01003896,1342,697,108,61,44,2,86,58,37,9,50,19,85,86,,
