local authority code,local authority name,LSOA code,All usual residents aged 16-74 ,Economically active: Employee: Full-time,Economically active: Employee: Part-time,Economically active: Full-time student,Economically active: Self-employed with employees: Full-time,Economically active: Self-employed with employees: Part-time,Economically active: Self-employed without employees: Full-time,Economically active: Self-employed without employees: Part-time,Economically active: Unemployed,Economically inactive: Long-term sick or disabled,Economically inactive: Looking after home or family,Economically inactive: Other,Economically inactive: Retired,Economically inactive:  Full-time students,,
E09000008,Croydon,E01001136,1401,544,174,45,24,9,74,39,125,87,53,63,86,78,,
E09000008,Croydon,E01001137,1340,573,140,45,14,4,94,54,85,52,38,42,137,62,,
E09000008,Croydon,E01001138,1180,583,141,27,19,3,75,38,63,25,39,31,77,59,,
E09000008,Croydon,E01001139,1196,517,142,48,13,3,75,25,75,32,38,37,116,75,,
E09000008,Croydon,E01001140,1211,581,130,43,17,2,81,34,81,27,50,25,81,59,,
E09000008,Croydon,E01001141,909,362,100,36,13,2,58,40,50,52,44,29,62,61,,
E09000008,Croydon,E01001142,1119,476,113,42,12,2,74,44,62,20,60,34,118,62,,
E09000008,Croydon,E01001143,1371,496,169,72,12,7,49,33,125,61,68,58,133,88,,
E09000008,Croydon,E01001144,1250,447,140,60,13,7,55,34,122,99,71,39,57,106,,
E09000008,Croydon,E01001145,1210,400,173,60,20,4,43,36,106,94,61,49,58,106,,
E09000008,Croydon,E01001146,1190,465,159,68,13,4,55,26,81,46,43,35,109,86,,
E09000008,Croydon,E01001147,1105,354,162,71,12,4,49,24,90,52,74,41,78,94,,
E09000008,Croydon,E01001148,1158,478,148,60,15,4,56,34,87,43,46,32,83,72,,
E09000008,Croydon,E01001149,1102,456,131,43,16,4,62,42,83,31,37,35,83,79,,
E09000008,Croydon,E01001150,1186,516,138,56,18,1,58,33,73,30,36,34,97,96,,
E09000008,Croydon,E01001151,1138,368,156,50,13,5,56,34,91,80,64,22,103,96,,
E09000008,Croydon,E01001152,1176,442,160,71,19,1,58,38,81,50,62,52,67,75,,
E09000008,Croydon,E01001153,1160,458,169,67,9,1,64,30,75,28,49,29,83,98,,
E09000008,Croydon,E01001154,1353,489,181,72,17,9,67,45,115,42,79,51,78,108,,
E09000008,Croydon,E01001155,1169,382,132,68,15,2,35,17,86,81,52,58,152,89,,
E09000008,Croydon,E01001156,1183,462,134,57,12,9,83,42,86,39,39,48,89,83,,
E09000008,Croydon,E01001157,1259,460,153,48,42,14,86,33,48,39,62,39,144,91,,
E09000008,Croydon,E01001158,1141,479,133,45,13,8,74,32,71,40,45,27,96,78,,
E09000008,Croydon,E01001159,1339,488,162,34,45,13,87,50,67,34,71,45,159,84,,
E09000008,Croydon,E01001160,1437,498,152,55,59,13,91,41,76,20,67,54,175,136,,
E09000008,Croydon,E01001161,1327,383,167,74,12,6,60,21,106,77,86,68,122,145,,
E09000008,Croydon,E01001162,1261,480,165,48,21,5,67,41,94,59,55,51,104,71,,
E09000008,Croydon,E01001163,1417,624,156,39,39,7,97,45,68,44,52,32,124,90,,
E09000008,Croydon,E01001164,1550,751,167,45,24,3,116,67,95,60,38,56,79,49,,
E09000008,Croydon,E01001165,1238,582,155,49,30,4,72,32,65,27,41,28,89,64,,
E09000008,Croydon,E01001166,1328,514,167,67,13,5,83,36,86,56,78,50,100,73,,
E09000008,Croydon,E01001167,1599,708,196,57,20,7,74,42,96,46,76,44,130,103,,
E09000008,Croydon,E01001168,1318,609,146,39,19,6,83,34,55,37,69,31,107,83,,
E09000008,Croydon,E01001169,1142,413,176,38,18,1,42,20,64,72,73,32,103,90,,
E09000008,Croydon,E01001170,1496,716,153,59,17,1,83,29,64,96,67,40,95,76,,
E09000008,Croydon,E01001171,1124,404,138,44,25,6,43,27,50,72,71,48,125,71,,
E09000008,Croydon,E01001172,1198,394,146,58,12,3,48,22,80,90,95,60,96,94,,
E09000008,Croydon,E01001173,1856,805,224,60,36,13,107,50,87,53,102,48,159,112,,
E09000008,Croydon,E01001174,1146,414,145,62,20,6,55,25,66,34,59,24,130,106,,
E09000008,Croydon,E01001175,1093,349,143,54,20,4,53,35,86,38,70,56,85,100,,
E09000008,Croydon,E01001176,1321,480,167,56,26,7,48,39,75,40,96,61,100,126,,
E09000008,Croydon,E01001177,1132,393,167,75,15,5,35,19,64,63,63,51,56,126,,
E09000008,Croydon,E01001178,959,272,108,68,16,3,28,18,101,76,83,52,37,97,,
E09000008,Croydon,E01001179,1071,418,138,67,14,4,45,27,51,38,69,26,89,85,,
E09000008,Croydon,E01001180,1205,450,177,65,23,7,34,35,96,21,82,47,71,97,,
E09000008,Croydon,E01001181,1290,496,160,80,13,4,44,29,76,64,93,55,80,96,,
E09000008,Croydon,E01001182,1009,324,121,63,18,6,63,29,48,32,72,53,92,88,,
E09000008,Croydon,E01001183,1168,412,155,71,28,7,39,20,74,39,65,52,105,101,,
E09000008,Croydon,E01001184,995,347,141,47,10,4,55,23,45,20,43,35,124,101,,
E09000008,Croydon,E01001185,1231,523,155,40,20,3,64,48,74,39,71,30,92,72,,
E09000008,Croydon,E01001186,1280,489,135,39,15,8,84,32,117,65,53,47,119,77,,
E09000008,Croydon,E01001187,1430,620,182,59,14,6,51,43,98,63,69,44,81,100,,
E09000008,Croydon,E01001188,1306,515,161,53,15,4,74,34,111,50,66,53,79,91,,
E09000008,Croydon,E01001189,879,383,122,43,11,2,39,17,51,21,39,26,59,66,,
E09000008,Croydon,E01001190,1448,598,231,84,13,2,58,36,93,60,54,45,86,88,,
E09000008,Croydon,E01001191,1319,534,184,68,17,7,62,31,115,47,47,70,73,64,,
E09000008,Croydon,E01001192,819,334,85,32,7,1,53,20,84,31,45,22,60,45,,
E09000008,Croydon,E01001193,1225,410,184,83,8,4,40,21,84,67,87,51,54,132,,
E09000008,Croydon,E01001194,1141,543,147,47,6,0,64,24,64,27,46,36,67,70,,
E09000008,Croydon,E01032569,1180,376,168,57,13,4,41,28,92,87,87,33,88,106,,
E09000008,Croydon,E01034139,922,303,88,66,12,5,38,18,61,72,68,37,67,87,,
E09000008,Croydon,E01034140,1106,497,142,61,18,7,43,38,52,34,71,38,49,56,,
E09000008,Croydon,E01034141,389,204,32,27,2,0,16,3,23,11,22,14,21,14,,
E09000008,Croydon,E01034142,866,410,106,22,12,2,38,20,67,28,42,30,45,44,,
E09000008,Croydon,E01034143,216,84,37,14,1,1,7,9,11,4,16,10,8,14,,
E09000008,Croydon,E01034144,483,211,62,12,10,2,22,11,27,25,27,19,31,24,,
E09000008,Croydon,E01034145,897,361,121,25,7,4,36,17,66,47,49,46,51,67,,
E09000008,Croydon,E01034146,572,344,69,15,4,1,15,8,28,15,35,12,11,15,,
E09000008,Croydon,E01034147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000008,Croydon,E01034148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000008,Croydon,E01034149,1457,730,125,39,18,3,81,30,109,64,61,54,93,50,,
E09000008,Croydon,E01034150,570,311,51,28,11,1,29,16,24,11,21,21,16,30,,
E09000008,Croydon,E01034151,462,261,43,16,10,1,15,7,31,10,20,12,8,28,,
E09000008,Croydon,E01034152,1020,463,97,31,25,2,58,28,69,48,62,41,42,54,,
E09000009,Ealing,E01001195,1372,467,116,66,33,7,87,55,51,27,115,47,91,210,,
E09000009,Ealing,E01001196,1276,404,137,59,23,1,65,59,83,110,79,65,86,105,,
E09000009,Ealing,E01001197,1228,494,92,29,24,10,73,55,65,40,112,39,100,95,,
E09000009,Ealing,E01001198,1130,442,119,44,35,4,118,42,49,30,49,29,84,85,,
E09000009,Ealing,E01001199,1311,540,117,44,17,8,108,78,76,54,64,38,80,87,,
E09000009,Ealing,E01001200,1177,510,110,33,38,6,119,64,51,38,41,33,65,69,,
E09000009,Ealing,E01001201,1211,554,115,41,25,2,104,60,52,51,41,23,75,68,,
E09000009,Ealing,E01001202,1552,584,155,62,26,11,107,61,77,79,90,62,88,150,,
E09000009,Ealing,E01001203,1424,584,139,39,21,6,103,70,85,84,57,68,98,70,,
E09000009,Ealing,E01001204,1191,480,118,25,27,2,102,49,37,31,54,35,127,104,,
E09000009,Ealing,E01001205,1151,426,107,53,14,6,74,42,74,47,82,42,71,113,,
E09000009,Ealing,E01001206,1133,290,113,59,19,7,57,33,96,70,132,46,61,150,,
E09000009,Ealing,E01001207,1258,632,116,34,32,7,92,48,56,23,46,22,79,71,,
E09000009,Ealing,E01001208,937,370,105,13,22,7,65,53,26,22,41,17,125,71,,
E09000009,Ealing,E01001209,1235,542,137,21,31,6,93,61,33,8,66,26,126,85,,
E09000009,Ealing,E01001210,1174,333,148,44,12,6,44,27,97,86,77,75,131,94,,
E09000009,Ealing,E01001211,1270,570,106,27,32,2,87,54,51,39,58,44,128,72,,
E09000009,Ealing,E01001212,1207,503,105,16,28,9,79,54,46,65,51,41,147,63,,
E09000009,Ealing,E01001213,1407,455,170,83,22,8,47,27,82,80,105,68,140,120,,
E09000009,Ealing,E01001214,1350,514,146,107,17,7,49,18,65,52,72,46,150,107,,
E09000009,Ealing,E01001215,1285,448,137,74,17,9,32,10,81,55,104,57,138,123,,
E09000009,Ealing,E01001216,1158,437,124,61,26,2,35,20,60,62,62,71,112,86,,
E09000009,Ealing,E01001217,1147,438,139,63,21,4,70,24,51,32,64,42,108,91,,
E09000009,Ealing,E01001218,1350,449,154,56,18,8,70,51,94,63,88,71,126,102,,
E09000009,Ealing,E01001219,1380,365,189,75,12,6,42,33,91,100,122,90,104,151,,
E09000009,Ealing,E01001220,996,268,124,33,12,7,29,25,90,79,94,62,71,102,,
E09000009,Ealing,E01001223,1220,505,86,21,36,10,92,47,69,40,75,32,115,92,,
E09000009,Ealing,E01001224,1210,483,111,42,35,8,93,71,32,15,65,31,141,83,,
E09000009,Ealing,E01001225,1385,654,101,33,42,8,66,60,45,41,65,38,125,107,,
E09000009,Ealing,E01001226,1166,608,63,21,25,2,80,50,39,24,44,35,106,69,,
E09000009,Ealing,E01001227,1137,515,79,24,37,4,85,58,35,28,66,32,101,73,,
E09000009,Ealing,E01001228,1446,663,96,30,39,8,111,64,56,54,69,35,112,109,,
E09000009,Ealing,E01001229,1126,439,112,41,26,6,67,42,72,53,63,28,108,69,,
E09000009,Ealing,E01001230,1233,542,105,39,31,7,95,57,93,40,37,30,103,54,,
E09000009,Ealing,E01001231,1444,641,108,41,38,9,100,59,48,28,64,36,149,123,,
E09000009,Ealing,E01001232,1182,454,133,43,27,7,86,43,58,44,57,31,122,77,,
E09000009,Ealing,E01001233,1123,532,88,38,16,1,81,32,43,31,53,31,98,79,,
E09000009,Ealing,E01001234,1156,585,99,26,20,3,89,44,49,28,50,30,69,64,,
E09000009,Ealing,E01001235,1333,772,84,36,17,3,101,34,39,27,60,36,62,62,,
E09000009,Ealing,E01001236,1251,640,100,24,17,5,72,51,45,32,57,32,101,75,,
E09000009,Ealing,E01001237,1271,625,86,31,38,5,112,52,48,41,54,26,80,73,,
E09000009,Ealing,E01001239,1203,434,109,64,13,8,87,46,81,69,67,42,75,108,,
E09000009,Ealing,E01001240,1230,447,116,79,18,5,76,49,74,34,60,49,84,139,,
E09000009,Ealing,E01001241,1157,435,107,67,26,6,88,37,56,24,57,46,98,110,,
E09000009,Ealing,E01001242,1043,306,101,44,30,8,84,41,50,53,69,41,89,127,,
E09000009,Ealing,E01001243,1230,477,122,61,24,9,65,39,59,40,74,50,85,125,,
E09000009,Ealing,E01001244,1744,709,151,97,22,7,92,58,105,72,88,61,82,200,,
E09000009,Ealing,E01001245,1710,865,128,59,30,9,119,66,70,38,73,44,86,123,,
E09000009,Ealing,E01001246,1000,390,109,34,15,9,70,53,75,38,46,33,56,72,,
E09000009,Ealing,E01001247,1688,652,148,104,25,5,150,52,96,49,119,55,111,122,,
E09000009,Ealing,E01001248,1172,478,151,32,19,2,92,42,49,27,48,27,137,68,,
E09000009,Ealing,E01001249,1776,707,183,61,42,11,107,50,115,104,112,55,108,121,,
E09000009,Ealing,E01001250,1619,678,143,45,22,8,102,68,105,119,74,53,134,68,,
E09000009,Ealing,E01001251,1266,569,128,38,21,5,104,65,53,36,51,25,97,74,,
E09000009,Ealing,E01001252,1474,629,140,69,28,5,109,70,84,48,66,36,105,85,,
E09000009,Ealing,E01001253,1250,559,134,46,18,6,103,40,63,38,48,33,87,75,,
E09000009,Ealing,E01001254,1257,571,129,24,27,5,115,53,48,32,53,31,109,60,,
E09000009,Ealing,E01001255,1200,550,120,37,15,4,77,48,56,27,64,31,105,66,,
E09000009,Ealing,E01001257,1430,439,163,70,16,6,55,41,122,85,118,74,120,121,,
E09000009,Ealing,E01001258,1242,486,149,37,32,7,73,42,72,31,52,47,127,87,,
E09000009,Ealing,E01001259,1094,379,142,41,29,5,106,34,71,26,71,34,93,63,,
E09000009,Ealing,E01001260,1406,504,181,59,31,13,93,65,53,43,75,42,147,100,,
E09000009,Ealing,E01001261,1667,597,225,125,19,11,95,44,111,60,77,70,107,126,,
E09000009,Ealing,E01001262,1107,389,128,54,13,8,66,23,76,39,84,26,120,81,,
E09000009,Ealing,E01001263,975,358,111,23,11,8,53,30,55,51,72,50,79,74,,
E09000009,Ealing,E01001264,1131,389,139,41,24,9,74,36,65,51,84,39,100,80,,
E09000009,Ealing,E01001265,1264,522,144,34,24,7,106,62,66,49,66,44,84,56,,
E09000009,Ealing,E01001266,1404,526,135,59,30,8,107,52,59,32,80,46,153,117,,
E09000009,Ealing,E01001267,1665,643,165,49,22,3,109,61,88,94,103,54,183,91,,
E09000009,Ealing,E01001268,943,351,124,12,21,8,94,34,39,24,53,28,106,49,,
E09000009,Ealing,E01001269,1465,567,192,61,32,5,142,80,63,21,75,38,107,82,,
E09000009,Ealing,E01001270,1281,541,138,61,16,4,73,47,68,27,56,49,112,89,,
E09000009,Ealing,E01001271,1345,495,199,39,26,5,116,42,77,29,64,41,124,88,,
E09000009,Ealing,E01001272,1213,492,116,49,25,4,122,57,60,24,59,29,99,77,,
E09000009,Ealing,E01001273,1208,489,100,29,55,6,74,55,36,20,85,56,106,97,,
E09000009,Ealing,E01001274,1140,473,81,36,26,3,48,33,36,15,143,47,92,107,,
E09000009,Ealing,E01001275,1508,762,90,35,36,7,95,42,87,47,79,55,115,58,,
E09000009,Ealing,E01001276,1372,551,150,35,26,8,147,49,67,27,77,30,110,95,,
E09000009,Ealing,E01001277,1438,581,149,45,42,5,148,46,61,15,85,32,113,116,,
E09000009,Ealing,E01001278,1461,538,132,47,53,11,130,60,79,27,105,65,111,103,,
E09000009,Ealing,E01001279,1092,415,118,25,41,2,86,39,33,17,54,23,170,69,,
E09000009,Ealing,E01001280,1315,565,122,23,41,6,89,55,48,30,81,47,120,88,,
E09000009,Ealing,E01001281,1091,482,133,28,37,6,77,42,23,19,58,7,122,57,,
E09000009,Ealing,E01001282,1095,341,117,42,16,6,83,52,74,65,68,29,124,78,,
E09000009,Ealing,E01001283,1120,371,137,37,18,6,56,33,62,69,72,41,142,76,,
E09000009,Ealing,E01001284,1139,466,151,51,19,5,96,40,37,24,45,16,120,69,,
E09000009,Ealing,E01001285,1221,430,147,47,18,8,108,55,61,55,68,49,92,83,,
E09000009,Ealing,E01001286,1171,410,141,43,21,9,101,52,52,49,72,32,91,98,,
E09000009,Ealing,E01001287,1014,302,141,46,11,4,61,39,63,63,84,26,74,100,,
E09000009,Ealing,E01001288,1091,447,142,25,25,1,103,42,47,15,54,29,89,72,,
E09000009,Ealing,E01001289,1002,404,102,34,31,7,86,60,50,25,52,17,76,58,,
E09000009,Ealing,E01001290,1423,633,142,43,28,8,125,73,48,28,59,34,100,102,,
E09000009,Ealing,E01001291,960,359,114,43,21,4,54,26,65,28,50,26,87,83,,
E09000009,Ealing,E01001292,1289,499,159,61,15,5,84,40,46,26,74,47,112,121,,
E09000009,Ealing,E01001293,1441,490,194,87,30,11,70,45,85,37,85,56,123,128,,
E09000009,Ealing,E01001294,1457,578,173,76,11,5,59,33,71,56,90,57,131,117,,
E09000009,Ealing,E01001295,1376,553,197,73,25,0,44,27,69,42,87,40,113,106,,
E09000009,Ealing,E01001296,1115,443,119,61,16,8,31,29,53,38,77,44,94,102,,
E09000009,Ealing,E01001297,1366,503,150,78,34,10,54,30,65,46,101,46,122,127,,
E09000009,Ealing,E01001298,1400,488,151,78,22,6,49,20,100,75,89,66,145,111,,
E09000009,Ealing,E01001299,1341,529,158,43,44,5,89,61,49,26,52,21,160,104,,
E09000009,Ealing,E01001300,1227,628,133,30,33,4,98,51,33,12,43,18,83,61,,
E09000009,Ealing,E01001301,1481,639,81,76,17,3,116,51,41,31,28,21,105,272,,
E09000009,Ealing,E01001302,1220,601,114,27,22,9,90,65,51,23,42,22,100,54,,
E09000009,Ealing,E01001303,1243,632,128,35,22,3,86,62,39,12,49,21,88,66,,
E09000009,Ealing,E01001304,1283,661,104,38,29,10,87,50,35,31,48,25,107,58,,
E09000009,Ealing,E01001305,1292,561,171,23,27,2,112,67,38,15,39,31,129,77,,
E09000009,Ealing,E01001306,1223,586,115,26,27,5,108,65,50,17,37,21,115,51,,
E09000009,Ealing,E01001307,1400,563,151,52,34,3,134,58,75,24,63,38,126,79,,
E09000009,Ealing,E01001308,1541,655,159,45,29,8,112,46,69,26,65,38,179,110,,
E09000009,Ealing,E01001309,1366,557,161,57,24,6,90,50,59,21,69,48,138,86,,
E09000009,Ealing,E01001310,1346,571,144,52,19,7,73,39,72,46,85,35,105,98,,
E09000009,Ealing,E01001311,1494,530,133,56,24,5,121,46,77,96,109,70,133,94,,
E09000009,Ealing,E01001312,1360,499,178,59,42,10,119,48,63,28,83,42,109,80,,
E09000009,Ealing,E01001313,1295,517,166,45,24,3,96,35,64,23,62,32,134,94,,
E09000009,Ealing,E01001314,1194,494,146,42,25,9,93,57,46,19,49,29,117,68,,
E09000009,Ealing,E01001315,1091,469,123,34,18,6,60,34,56,30,77,20,98,66,,
E09000009,Ealing,E01001316,1105,419,127,51,15,4,44,25,79,52,96,49,91,53,,
E09000009,Ealing,E01001317,1302,475,158,50,18,4,90,40,76,65,86,56,93,91,,
E09000009,Ealing,E01001318,1217,463,118,41,18,5,62,37,79,63,110,39,93,89,,
E09000009,Ealing,E01001319,1071,436,125,43,17,7,63,35,43,19,67,47,101,68,,
E09000009,Ealing,E01001320,1021,321,123,59,10,6,45,21,81,57,88,36,77,97,,
E09000009,Ealing,E01001321,1449,529,175,39,21,5,84,60,75,55,91,49,166,100,,
E09000009,Ealing,E01001322,1289,525,133,49,20,7,99,42,59,31,81,38,113,92,,
E09000009,Ealing,E01001323,1304,514,168,38,18,10,80,67,58,36,70,45,113,87,,
E09000009,Ealing,E01001324,1133,447,132,45,23,5,61,30,75,53,89,47,63,63,,
E09000009,Ealing,E01001325,1225,422,144,50,23,7,48,33,72,59,83,50,134,100,,
E09000009,Ealing,E01001326,1169,413,123,41,27,4,63,31,86,59,93,42,96,91,,
E09000009,Ealing,E01001327,1288,442,142,65,14,7,71,32,82,75,94,55,95,114,,
E09000009,Ealing,E01001328,1184,379,163,47,16,4,49,32,97,64,85,59,96,93,,
E09000009,Ealing,E01001329,1208,427,161,75,19,8,61,26,70,39,86,36,100,100,,
E09000009,Ealing,E01001330,1127,382,142,40,8,4,54,27,82,85,97,55,88,63,,
E09000009,Ealing,E01001331,1118,372,129,47,10,10,34,28,110,53,107,59,65,94,,
E09000009,Ealing,E01001332,1091,384,128,58,13,4,33,21,95,60,85,39,84,87,,
E09000009,Ealing,E01001333,1382,430,137,127,17,9,42,26,117,79,117,77,102,102,,
E09000009,Ealing,E01001334,1145,303,154,58,18,6,28,25,86,83,112,58,91,123,,
E09000009,Ealing,E01001335,1308,485,138,60,57,6,65,35,69,44,57,37,155,100,,
E09000009,Ealing,E01001336,1183,393,133,49,30,6,50,28,60,59,89,50,144,92,,
E09000009,Ealing,E01001337,1129,387,126,69,17,6,68,17,73,76,64,38,83,105,,
E09000009,Ealing,E01001338,1417,458,151,66,14,9,59,28,192,64,78,48,137,113,,
E09000009,Ealing,E01001339,1295,390,145,55,14,14,47,25,101,94,119,57,101,133,,
E09000009,Ealing,E01001340,1521,488,113,46,13,4,57,36,84,313,71,157,49,90,,
E09000009,Ealing,E01001341,1283,483,150,46,26,8,103,56,57,18,82,47,111,96,,
E09000009,Ealing,E01001342,1410,544,134,55,37,9,124,45,62,44,91,55,103,107,,
E09000009,Ealing,E01001343,1135,436,123,39,30,3,100,51,60,25,65,31,108,64,,
E09000009,Ealing,E01001344,1639,666,171,47,46,6,124,70,82,62,78,66,127,94,,
E09000009,Ealing,E01001345,1225,424,128,58,27,8,77,39,76,29,88,45,122,104,,
E09000009,Ealing,E01001346,1388,506,163,27,40,6,131,71,44,26,76,55,158,85,,
E09000009,Ealing,E01001347,1189,458,114,36,45,6,123,67,55,29,58,25,101,72,,
E09000009,Ealing,E01001348,1207,484,135,27,27,0,114,49,43,31,69,44,130,54,,
E09000009,Ealing,E01001349,1057,387,132,35,27,5,71,21,70,61,51,39,89,69,,
E09000009,Ealing,E01001350,1131,500,83,35,26,3,99,40,57,31,54,36,92,75,,
E09000009,Ealing,E01001351,1486,611,118,56,38,4,96,66,93,49,62,75,106,112,,
E09000009,Ealing,E01001352,1171,544,98,30,27,5,106,53,38,28,54,26,71,91,,
E09000009,Ealing,E01001353,1296,566,119,53,21,2,92,46,58,45,63,49,101,81,,
E09000009,Ealing,E01001354,1398,616,115,44,40,4,127,74,46,35,67,32,85,113,,
E09000009,Ealing,E01001355,1327,568,107,40,17,7,89,51,65,69,47,40,130,97,,
E09000009,Ealing,E01001356,1334,368,168,39,11,8,61,42,125,96,105,77,139,95,,
E09000009,Ealing,E01001357,787,289,70,41,12,5,51,36,54,42,53,14,43,77,,
E09000009,Ealing,E01001358,1065,273,136,53,13,8,42,40,101,63,83,67,67,119,,
E09000009,Ealing,E01001359,1594,525,188,119,17,8,49,26,96,75,121,99,127,144,,
E09000009,Ealing,E01001360,1437,519,140,103,11,4,46,20,80,45,99,75,139,156,,
E09000009,Ealing,E01001361,1334,419,153,80,17,8,38,30,84,72,110,108,88,127,,
E09000009,Ealing,E01001362,1511,521,178,107,20,8,38,22,99,68,119,83,104,144,,
E09000009,Ealing,E01001363,1198,416,126,76,17,8,29,29,77,39,112,64,108,97,,
E09000009,Ealing,E01001364,1253,344,141,87,9,3,37,19,74,86,102,68,131,152,,
E09000009,Ealing,E01001365,1652,569,163,110,19,9,62,29,97,82,126,96,150,140,,
E09000009,Ealing,E01001366,1434,486,147,82,14,10,48,41,96,71,109,75,111,144,,
E09000009,Ealing,E01001367,1327,387,145,132,17,4,50,35,89,64,94,96,80,134,,
E09000009,Ealing,E01001368,1266,421,128,97,11,7,49,27,73,61,88,71,110,123,,
E09000009,Ealing,E01001369,1405,496,149,76,21,5,54,30,107,74,97,75,101,120,,
E09000009,Ealing,E01001370,1503,500,153,86,28,3,48,27,111,65,107,102,102,171,,
E09000009,Ealing,E01001371,1480,504,179,84,23,3,51,24,106,60,113,67,132,134,,
E09000009,Ealing,E01001372,1341,449,146,89,17,8,51,35,95,58,110,65,77,141,,
E09000009,Ealing,E01001373,1096,396,125,68,15,9,32,29,71,44,83,51,64,109,,
E09000009,Ealing,E01001374,1424,698,113,47,25,7,124,52,51,45,52,34,112,64,,
E09000009,Ealing,E01001375,1276,629,97,29,39,5,119,62,33,13,62,16,116,56,,
E09000009,Ealing,E01001376,1283,605,102,24,29,8,83,42,66,64,38,43,112,67,,
E09000009,Ealing,E01001377,1299,545,91,27,57,11,92,72,31,15,98,27,148,85,,
E09000009,Ealing,E01001379,1278,613,98,25,45,7,115,57,27,16,73,20,108,74,,
E09000009,Ealing,E01001380,1401,719,104,27,22,4,116,59,43,23,24,27,129,104,,
E09000009,Ealing,E01001381,1346,599,128,68,23,0,97,63,65,23,50,34,95,101,,
E09000009,Ealing,E01001382,1106,492,118,30,23,9,89,46,26,10,51,29,117,66,,
E09000009,Ealing,E01001383,1424,667,139,47,16,1,125,51,67,25,39,27,118,102,,
E09000009,Ealing,E01001384,1316,678,119,45,34,5,120,44,34,15,44,33,85,60,,
E09000009,Ealing,E01001385,1292,634,128,33,26,2,92,50,37,13,46,22,125,84,,
E09000009,Ealing,E01001386,1366,651,108,20,40,3,108,57,51,19,58,26,130,95,,
E09000009,Ealing,E01001387,1223,628,97,26,29,9,84,47,58,39,36,22,87,61,,
E09000009,Ealing,E01001388,1249,483,123,35,28,5,80,53,55,77,62,47,108,93,,
E09000009,Ealing,E01001389,1348,625,126,52,17,4,119,58,67,25,52,44,105,54,,
E09000009,Ealing,E01032572,1300,709,95,18,40,6,103,36,43,27,49,33,90,51,,
E09000009,Ealing,E01032743,1473,586,159,76,23,6,81,36,96,46,141,68,44,111,,
E09000009,Ealing,E01032744,1013,377,104,60,12,2,44,33,54,52,86,47,80,62,,
E09000009,Ealing,E01034026,805,399,46,37,4,0,36,15,41,13,31,23,9,151,,
E09000009,Ealing,E01034027,1580,685,143,105,16,5,118,40,95,62,77,38,62,134,,
E09000009,Ealing,E01034028,990,493,83,21,10,4,79,39,62,36,46,24,31,62,,
E09000009,Ealing,E01034029,961,505,67,36,23,6,58,31,44,27,46,22,39,57,,
E09000009,Ealing,E01034030,1625,930,105,50,38,5,107,54,61,40,43,26,86,80,,
E09000009,Ealing,E01034031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
E09000010,Enfield,E01001390,1590,720,166,72,34,7,133,82,62,32,45,24,116,97,,
E09000010,Enfield,E01001391,1269,506,145,55,16,13,93,50,71,50,42,65,80,83,,
E09000010,Enfield,E01001392,1434,580,162,53,36,12,122,65,58,27,47,28,151,93,,
E09000010,Enfield,E01001393,1722,698,162,82,42,14,152,89,118,47,54,42,109,113,,
E09000010,Enfield,E01001394,1257,455,156,51,26,5,77,34,77,43,73,51,134,75,,
E09000010,Enfield,E01001395,1138,343,176,40,24,5,55,30,93,76,77,43,91,85,,
E09000010,Enfield,E01001396,1078,362,119,42,24,9,114,42,47,32,48,39,107,93,,
E09000010,Enfield,E01001397,1462,561,180,61,34,16,81,55,91,66,78,54,108,77,,
E09000010,Enfield,E01001398,1036,440,133,35,20,7,78,46,33,14,36,22,114,58,,
E09000010,Enfield,E01001399,1080,430,147,33,38,15,73,46,23,14,29,16,144,72,,
E09000010,Enfield,E01001400,836,294,118,23,29,6,51,22,27,7,29,14,164,52,,
E09000010,Enfield,E01001401,939,383,118,37,16,4,71,25,41,15,49,13,117,50,,
E09000010,Enfield,E01001402,1408,559,155,39,60,6,90,49,44,46,63,57,174,66,,
E09000010,Enfield,E01001403,1404,544,165,53,38,1,76,48,62,32,64,40,200,81,,
E09000010,Enfield,E01001404,1068,368,142,33,27,8,77,25,58,24,51,36,133,86,,
E09000010,Enfield,E01001405,1238,512,126,19,32,1,79,45,55,45,46,30,205,43,,
E09000010,Enfield,E01001406,1190,428,167,50,26,6,76,47,61,75,57,42,85,70,,
E09000010,Enfield,E01001407,935,385,113,32,23,4,60,36,41,34,40,16,103,48,,
E09000010,Enfield,E01001408,1235,549,172,21,28,2,85,41,57,34,48,27,124,47,,
E09000010,Enfield,E01001409,1355,496,162,45,15,6,68,40,101,81,104,54,100,83,,
E09000010,Enfield,E01001410,1430,507,182,58,7,6,58,29,129,104,111,64,90,85,,
E09000010,Enfield,E01001411,1319,575,190,32,23,4,71,43,60,36,67,31,119,68,,
E09000010,Enfield,E01001412,1336,433,194,37,45,13,96,52,60,46,74,33,176,77,,
E09000010,Enfield,E01001413,1153,471,176,25,29,3,90,44,34,17,30,20,164,50,,
E09000010,Enfield,E01001414,1077,334,147,40,6,4,39,16,72,70,67,51,148,83,,
E09000010,Enfield,E01001415,1110,368,138,44,53,7,60,42,49,26,46,31,159,87,,
E09000010,Enfield,E01001416,1584,545,202,72,66,12,104,62,54,19,66,31,204,147,,
